WHO_region,Disease_presentation,Age_group,Pathogen,Associated_resistant_mean,Associated_resistant_lower,Associated_resistant_upper,Attributable_resistance_mean,Attributable_resistance_lower,Attributable_resistance_upper,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018
South-East Asia,Intra-abdominal infections,10 to 14,Pseudomonas aeruginosa,6000,3000,9000,1000,1000,2000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,10 to 14,Staphylococcus aureus,14000,8000,22000,3000,2000,6000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,15 to 19,Enterococcus faecium,23000,12000,41000,6000,3000,11000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,15 to 19,Escherichia coli,76000,46000,110000,24000,14000,36000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,15 to 19,Klebsiella pneumoniae,31000,19000,47000,11000,6000,17000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,15 to 19,Pseudomonas aeruginosa,19000,11000,30000,5000,3000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,15 to 19,Staphylococcus aureus,47000,27000,73000,11000,6000,20000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,20 to 24,Enterococcus faecium,25000,12000,46000,6000,3000,13000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,20 to 24,Escherichia coli,82000,43000,132000,25000,13000,43000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,20 to 24,Klebsiella pneumoniae,33000,18000,57000,12000,6000,20000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,20 to 24,Pseudomonas aeruginosa,20000,10000,35000,5000,3000,9000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,20 to 24,Staphylococcus aureus,50000,26000,85000,12000,6000,23000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,25 to 29,Enterococcus faecium,25000,12000,47000,6000,3000,13000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,25 to 29,Escherichia coli,82000,44000,134000,25000,13000,43000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,25 to 29,Klebsiella pneumoniae,33000,18000,57000,12000,6000,20000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,25 to 29,Pseudomonas aeruginosa,20000,11000,35000,5000,3000,9000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,25 to 29,Staphylococcus aureus,51000,26000,86000,12000,6000,23000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,30 to 34,Enterococcus faecium,24000,10000,48000,6000,2000,13000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,30 to 34,Escherichia coli,80000,38000,138000,25000,12000,44000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,30 to 34,Klebsiella pneumoniae,32000,15000,57000,11000,5000,21000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,30 to 34,Pseudomonas aeruginosa,19000,9000,36000,5000,2000,9000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,30 to 34,Staphylococcus aureus,49000,22000,90000,12000,5000,24000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,35 to 39,Enterococcus faecium,32000,14000,63000,8000,3000,17000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,35 to 39,Escherichia coli,107000,52000,186000,33000,16000,58000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,35 to 39,Klebsiella pneumoniae,42000,21000,75000,15000,7000,27000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,35 to 39,Pseudomonas aeruginosa,26000,12000,46000,7000,3000,12000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,35 to 39,Staphylococcus aureus,64000,31000,115000,16000,7000,30000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,40 to 44,Enterococcus faecium,37000,18000,69000,10000,4000,19000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,40 to 44,Escherichia coli,124000,66000,201000,38000,20000,63000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,40 to 44,Klebsiella pneumoniae,48000,26000,84000,17000,9000,29000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,40 to 44,Pseudomonas aeruginosa,29000,15000,50000,7000,4000,13000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,40 to 44,Staphylococcus aureus,73000,37000,126000,18000,8000,34000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,45 to 49,Enterococcus faecium,48000,23000,90000,12000,5000,25000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,45 to 49,Escherichia coli,160000,84000,260000,49000,25000,82000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,45 to 49,Klebsiella pneumoniae,63000,33000,108000,22000,11000,38000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,45 to 49,Pseudomonas aeruginosa,37000,19000,66000,9000,5000,17000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,45 to 49,Staphylococcus aureus,94000,48000,163000,23000,11000,43000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,50 to 54,Enterococcus faecium,83000,43000,147000,21000,9000,41000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,50 to 54,Escherichia coli,172000,101000,263000,52000,30000,84000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,50 to 54,Klebsiella pneumoniae,108000,62000,171000,37000,21000,61000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,50 to 54,Pseudomonas aeruginosa,46000,26000,76000,12000,6000,19000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,50 to 54,Staphylococcus aureus,99000,55000,162000,24000,12000,42000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,55 to 59,Enterococcus faecium,91000,51000,154000,23000,11000,45000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,55 to 59,Escherichia coli,190000,121000,272000,58000,36000,87000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,55 to 59,Klebsiella pneumoniae,119000,74000,181000,41000,25000,63000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,55 to 59,Pseudomonas aeruginosa,50000,31000,80000,13000,7000,20000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,55 to 59,Staphylococcus aureus,109000,65000,169000,27000,14000,44000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,60 to 64,Enterococcus faecium,92000,52000,156000,23000,11000,44000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,60 to 64,Escherichia coli,192000,124000,273000,58000,36000,88000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,60 to 64,Klebsiella pneumoniae,120000,77000,180000,42000,26000,63000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,60 to 64,Pseudomonas aeruginosa,51000,31000,78000,13000,7000,21000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,60 to 64,Staphylococcus aureus,110000,66000,169000,27000,14000,44000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,65 to 69,Enterococcus faecium,87000,52000,139000,22000,11000,40000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,65 to 69,Escherichia coli,181000,125000,244000,55000,37000,78000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,65 to 69,Klebsiella pneumoniae,114000,78000,164000,39000,26000,58000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,65 to 69,Pseudomonas aeruginosa,48000,31000,70000,12000,7000,19000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,65 to 69,Staphylococcus aureus,104000,68000,154000,26000,14000,41000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,70 to 74,Enterococcus faecium,56000,31000,95000,14000,7000,27000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,70 to 74,Escherichia coli,171000,109000,250000,52000,32000,78000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,70 to 74,Klebsiella pneumoniae,101000,63000,154000,35000,21000,55000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,70 to 74,Pseudomonas aeruginosa,37000,22000,58000,9000,5000,15000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,70 to 74,Staphylococcus aureus,63000,38000,1e+05,15000,8000,26000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,75 to 79,Enterococcus faecium,41000,24000,67000,10000,5000,19000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,75 to 79,Escherichia coli,126000,84000,177000,38000,25000,55000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,75 to 79,Klebsiella pneumoniae,74000,49000,109000,25000,16000,38000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,75 to 79,Pseudomonas aeruginosa,27000,17000,40000,7000,4000,11000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,75 to 79,Staphylococcus aureus,46000,29000,70000,11000,6000,18000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,80 to 84,Enterococcus faecium,27000,16000,43000,7000,3000,13000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,80 to 84,Escherichia coli,84000,58000,117000,25000,17000,37000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,80 to 84,Klebsiella pneumoniae,49000,32000,72000,17000,11000,25000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,80 to 84,Pseudomonas aeruginosa,18000,11000,27000,5000,3000,7000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,80 to 84,Staphylococcus aureus,31000,20000,47000,7000,4000,12000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,85 to 89,Enterococcus faecium,12000,7000,19000,3000,1000,6000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,85 to 89,Escherichia coli,37000,25000,52000,11000,7000,16000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,85 to 89,Klebsiella pneumoniae,21000,14000,31000,7000,5000,11000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,85 to 89,Pseudomonas aeruginosa,8000,5000,12000,2000,1000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,85 to 89,Staphylococcus aureus,13000,9000,20000,3000,2000,5000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,90 to 94,Enterococcus faecium,4000,2000,6000,1000,0,2000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,90 to 94,Escherichia coli,12000,8000,17000,4000,2000,5000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,90 to 94,Klebsiella pneumoniae,7000,4000,10000,2000,1000,4000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,90 to 94,Pseudomonas aeruginosa,3000,2000,4000,1000,0,1000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,90 to 94,Staphylococcus aureus,4000,3000,7000,1000,1000,2000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,95 plus,Enterococcus faecium,1000,0,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,95 plus,Escherichia coli,3000,2000,4000,1000,0,1000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,95 plus,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,95 plus,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,Intra-abdominal infections,95 plus,Staphylococcus aureus,1000,1000,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Acinetobacter baumannii,168000,83000,294000,54000,25000,103000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Escherichia coli,1316000,847000,1926000,412000,255000,627000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Haemophilus influenzae,48000,29000,71000,12000,5000,20000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Klebsiella pneumoniae,1239000,798000,1741000,445000,278000,649000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Pseudomonas aeruginosa,725000,476000,1044000,186000,116000,282000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Staphylococcus aureus,864000,578000,1212000,208000,114000,331000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,EN,Streptococcus pneumoniae,1077000,701000,1524000,219000,131000,331000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Acinetobacter baumannii,40000,21000,68000,13000,7000,23000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Escherichia coli,317000,224000,442000,1e+05,66000,148000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Haemophilus influenzae,11000,7000,15000,3000,1000,5000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Klebsiella pneumoniae,3e+05,217000,409000,108000,75000,151000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Pseudomonas aeruginosa,178000,129000,243000,46000,31000,66000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Staphylococcus aureus,214000,158000,288000,51000,30000,79000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,LN,Streptococcus pneumoniae,256000,187000,350000,53000,34000,76000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Acinetobacter baumannii,83000,50000,129000,26000,15000,44000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Escherichia coli,228000,171000,298000,71000,50000,99000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Haemophilus influenzae,166878.917517573,124089.451487426,213947.330150734,38510.5194271321,17115.7864120587,64184.1990452202,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Klebsiella pneumoniae,464000,359000,603000,164000,122000,217000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Pseudomonas aeruginosa,236000,182000,306000,61000,42000,86000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Staphylococcus aureus,464000,356000,593000,112000,67000,172000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,PN,Streptococcus pneumoniae,2051320.26638159,1601030.45181002,2665669.16068078,420037.785685623,281576.576553797,592241.642421003,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Acinetobacter baumannii,30000,17000,49000,10000,5000,16000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Escherichia coli,81000,57000,111000,25000,17000,36000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Haemophilus influenzae,80633.8612536618,55823.4424063813,111646.884812763,18607.8141354604,12405.2094236403,31013.0235591007,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Klebsiella pneumoniae,165000,119000,220000,58000,41000,81000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Pseudomonas aeruginosa,85000,62000,114000,22000,14000,32000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Staphylococcus aureus,165000,120000,218000,40000,23000,61000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,1 to 4,Streptococcus pneumoniae,701497.2462238,509473.474710007,921270.117667333,143185.355637453,91017.0477695437,207563.267474447,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Acinetobacter baumannii,23000,14000,36000,7000,4000,12000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Escherichia coli,15000,12000,20000,5000,3000,6000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Haemophilus influenzae,2000,1000,2000,0,0,1000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Klebsiella pneumoniae,33000,25000,42000,12000,8000,15000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Pseudomonas aeruginosa,22000,16000,28000,6000,4000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Staphylococcus aureus,53000,40000,66000,13000,8000,19000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,5 to 9,Streptococcus pneumoniae,134000,102000,169000,28000,18000,39000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Acinetobacter baumannii,16000,10000,25000,5000,3000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Escherichia coli,8000,6000,10000,3000,2000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Haemophilus influenzae,1000,1000,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Klebsiella pneumoniae,18000,13000,22000,6000,5000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Pseudomonas aeruginosa,12000,9000,15000,3000,2000,4000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Staphylococcus aureus,27000,21000,34000,6000,4000,10000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,10 to 14,Streptococcus pneumoniae,71000,55000,88000,14000,10000,20000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Acinetobacter baumannii,19000,10000,33000,6000,3000,11000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Escherichia coli,7000,5000,9000,2000,2000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Haemophilus influenzae,1000,1000,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Klebsiella pneumoniae,15000,12000,19000,5000,4000,7000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Pseudomonas aeruginosa,10000,8000,13000,3000,2000,4000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Staphylococcus aureus,21000,17000,27000,5000,3000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,15 to 19,Streptococcus pneumoniae,59000,48000,72000,12000,8000,16000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Acinetobacter baumannii,19000,10000,34000,6000,3000,11000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Escherichia coli,7000,5000,9000,2000,2000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Haemophilus influenzae,1000,1000,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Klebsiella pneumoniae,15000,11000,19000,5000,4000,7000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Pseudomonas aeruginosa,10000,8000,13000,3000,2000,4000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Staphylococcus aureus,21000,17000,26000,5000,3000,7000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,20 to 24,Streptococcus pneumoniae,60000,48000,74000,12000,8000,16000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Acinetobacter baumannii,15000,8000,26000,5000,3000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Escherichia coli,6000,5000,8000,2000,1000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Haemophilus influenzae,1000,1000,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Klebsiella pneumoniae,13000,11000,17000,5000,4000,6000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Pseudomonas aeruginosa,9000,7000,12000,2000,2000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Staphylococcus aureus,19000,16000,24000,5000,3000,7000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,25 to 29,Streptococcus pneumoniae,56000,46000,70000,11000,8000,16000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Acinetobacter baumannii,16000,8000,28000,5000,3000,9000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Escherichia coli,6000,5000,8000,2000,1000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Haemophilus influenzae,1000,1000,1000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Klebsiella pneumoniae,14000,11000,17000,5000,4000,6000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Pseudomonas aeruginosa,9000,7000,12000,2000,2000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Staphylococcus aureus,20000,16000,25000,5000,3000,7000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,30 to 34,Streptococcus pneumoniae,57000,48000,70000,12000,8000,16000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,35 to 39,Acinetobacter baumannii,20000,11000,36000,6000,3000,12000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,35 to 39,Escherichia coli,8000,6000,10000,2000,2000,3000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,35 to 39,Haemophilus influenzae,1000,1000,2000,0,0,0,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,35 to 39,Klebsiella pneumoniae,17000,13000,22000,6000,5000,8000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
South-East Asia,LRI and thorax infections,35 to 39,Pseudomonas aeruginosa,11000,9000,15000,3000,2000,4000,0.90932721424683,0.901911192921846,0.23935025135275,0.170810133556347
