WHO_region,Disease_presentation,Age_group,Pathogen,deaths associated with resistance (mean),deaths associated with resistance (lower),deaths associated with resistance (upper),deaths attributable to resistance (mean),deaths attributable to resistance (lower),deaths attributable to resistance (upper),hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,vaccine_avertable_deaths_associated_with_resistance_.mean.,vaccine_avertable_deaths_associated_with_resistance_.lower.,vaccine_avertable_deaths_associated_with_resistance_.upper.,vaccine_avertable_deaths_attributable_to_resistance_.mean.,vaccine_avertable_deaths_attributable_to_resistance_.lower.,vaccine_avertable_deaths_attributable_to_resistance_.upper.
Western Pacific,Intra-abdominal infections,65 to 69,Escherichia coli,116000,75000,174000,30000,18000,49000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,65 to 69,Klebsiella pneumoniae,47000,29000,72000,13000,7000,22000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,65 to 69,Pseudomonas aeruginosa,25000,16000,38000,6000,4000,10000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,65 to 69,Staphylococcus aureus,65000,42000,98000,15000,8000,26000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,70 to 74,Enterococcus faecium,47000,26000,80000,11000,4000,21000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,70 to 74,Escherichia coli,120000,68000,198000,31000,17000,54000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,70 to 74,Klebsiella pneumoniae,44000,25000,76000,12000,6000,23000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,70 to 74,Pseudomonas aeruginosa,21000,12000,34000,5000,3000,10000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,70 to 74,Staphylococcus aureus,43000,24000,71000,10000,5000,19000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,75 to 79,Enterococcus faecium,38000,23000,61000,9000,3000,16000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,75 to 79,Escherichia coli,96000,61000,150000,25000,15000,42000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,75 to 79,Klebsiella pneumoniae,35000,21000,56000,10000,5000,17000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,75 to 79,Pseudomonas aeruginosa,17000,11000,27000,4000,2000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,75 to 79,Staphylococcus aureus,35000,22000,55000,8000,4000,14000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,80 to 84,Enterococcus faecium,29000,19000,47000,7000,3000,13000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,80 to 84,Escherichia coli,74000,48000,115000,19000,11000,32000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,80 to 84,Klebsiella pneumoniae,26000,16000,42000,7000,4000,12000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,80 to 84,Pseudomonas aeruginosa,13000,8000,21000,3000,2000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,80 to 84,Staphylococcus aureus,27000,18000,42000,6000,3000,11000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,85 to 89,Enterococcus faecium,18000,11000,27000,4000,2000,8000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,85 to 89,Escherichia coli,44000,28000,67000,11000,7000,19000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,85 to 89,Klebsiella pneumoniae,15000,9000,24000,4000,2000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,85 to 89,Pseudomonas aeruginosa,8000,5000,12000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,85 to 89,Staphylococcus aureus,16000,10000,25000,4000,2000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,90 to 94,Enterococcus faecium,7000,4000,10000,1000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,90 to 94,Escherichia coli,15000,9000,24000,4000,2000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,90 to 94,Klebsiella pneumoniae,5000,3000,8000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,90 to 94,Pseudomonas aeruginosa,3000,2000,4000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,90 to 94,Staphylococcus aureus,6000,3000,9000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,95 plus,Enterococcus faecium,2000,1000,4000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,95 plus,Escherichia coli,5000,3000,8000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,95 plus,Klebsiella pneumoniae,1000,1000,2000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,95 plus,Pseudomonas aeruginosa,1000,0,1000,0,0,0,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,Intra-abdominal infections,95 plus,Staphylococcus aureus,2000,1000,3000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Acinetobacter baumannii,8000,4000,14000,2000,1000,4000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Escherichia coli,124000,80000,187000,32000,20000,51000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Haemophilus influenzae,23000,14000,36000,5000,2000,9000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Klebsiella pneumoniae,93000,60000,133000,28000,16000,43000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Pseudomonas aeruginosa,43000,27000,64000,11000,6000,17000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Staphylococcus aureus,85000,54000,124000,22000,12000,36000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,EN,Streptococcus pneumoniae,111000,70000,167000,23000,14000,36000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Acinetobacter baumannii,2000,1000,4000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Escherichia coli,39000,29000,53000,10000,7000,15000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Haemophilus influenzae,9000,6000,12000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Klebsiella pneumoniae,29000,22000,39000,9000,6000,12000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Pseudomonas aeruginosa,15000,11000,20000,4000,2000,5000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Staphylococcus aureus,28000,21000,37000,7000,4000,11000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,LN,Streptococcus pneumoniae,44000,33000,58000,9000,6000,13000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,PN,Acinetobacter baumannii,12000,7000,19000,4000,2000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,PN,Escherichia coli,58000,46000,72000,15000,11000,20000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,PN,Haemophilus influenzae,176621.328121057,147184.440100881,213417.438146278,36796.1100252203,11038.8330075661,62553.3870428745,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,122199.881393757,101833.234494797,147658.190017456,25458.3086236993,7637.49258710979,43279.1246602888
Western Pacific,LRI and thorax infections,PN,Klebsiella pneumoniae,93000,75000,113000,27000,19000,37000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,44620.625,35984.375,54216.4583333333,12954.375,9116.04166666667,17752.2916666667
Western Pacific,LRI and thorax infections,PN,Pseudomonas aeruginosa,40000,32000,49000,10000,7000,14000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,PN,Staphylococcus aureus,120000,100000,144000,30000,18000,46000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,49350,41125,59220,12337.5,7402.5,18917.5
Western Pacific,LRI and thorax infections,PN,Streptococcus pneumoniae,863773.522489668,737406.655310624,1017333.25982116,177553.446289543,129566.02837345,239937.089580463,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,332012.947706966,283440.683135021,391037.47174376,68247.1059175431,49801.9421560449,92225.8188074906
Western Pacific,LRI and thorax infections,1 to 4,Acinetobacter baumannii,5000,3000,9000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,1 to 4,Escherichia coli,22000,17000,28000,6000,4000,8000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,1 to 4,Haemophilus influenzae,77726.3747606675,59437.8159934516,96014.9335278834,13716.4190754119,4572.13969180397,27432.8381508238,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,62958.3635561407,48144.6309546958,77772.0961575855,11110.2994510836,3703.43315036122,22220.5989021673
Western Pacific,LRI and thorax infections,1 to 4,Klebsiella pneumoniae,37000,29000,46000,11000,7000,15000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,18130,14210,22540,5390,3430,7350
Western Pacific,LRI and thorax infections,1 to 4,Pseudomonas aeruginosa,15000,12000,19000,4000,3000,5000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,1 to 4,Staphylococcus aureus,46000,37000,57000,12000,7000,19000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,5294.42307692308,4258.55769230769,6560.48076923077,1381.15384615385,805.673076923077,2186.82692307692
Western Pacific,LRI and thorax infections,1 to 4,Streptococcus pneumoniae,296750.957059084,242647.191407428,362331.279061091,60661.7978518569,42627.2093013049,81975.4025025094,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,40446.5847722357,33072.3455596181,49385.0565451055,8268.08638990454,5810.00665236535,11173.0897160872
Western Pacific,LRI and thorax infections,5 to 9,Acinetobacter baumannii,5000,3000,8000,1000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,5 to 9,Escherichia coli,4000,3000,5000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,5 to 9,Haemophilus influenzae,2000,2000,2000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,68.5384615384615,68.5384615384615,68.5384615384615,0,0,34.2692307692308
Western Pacific,LRI and thorax infections,5 to 9,Klebsiella pneumoniae,7000,5000,8000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,65.9615384615385,47.1153846153846,75.3846153846154,18.8461538461538,9.42307692307692,28.2692307692308
Western Pacific,LRI and thorax infections,5 to 9,Pseudomonas aeruginosa,4000,3000,5000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,5 to 9,Staphylococcus aureus,14000,12000,17000,4000,2000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,5 to 9,Streptococcus pneumoniae,36000,31000,44000,7000,5000,10000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Acinetobacter baumannii,3000,2000,5000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Escherichia coli,2000,2000,2000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Haemophilus influenzae,1000,1000,1000,0,0,0,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Klebsiella pneumoniae,4000,3000,4000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Pseudomonas aeruginosa,2000,2000,3000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Staphylococcus aureus,7000,6000,9000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,10 to 14,Streptococcus pneumoniae,19000,16000,23000,4000,3000,5000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Acinetobacter baumannii,4000,2000,6000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Escherichia coli,2000,2000,3000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Haemophilus influenzae,1000,1000,1000,0,0,0,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Klebsiella pneumoniae,4000,3000,5000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Pseudomonas aeruginosa,2000,2000,3000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Staphylococcus aureus,7000,6000,9000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,15 to 19,Streptococcus pneumoniae,21000,18000,26000,4000,3000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Acinetobacter baumannii,5000,2000,8000,1000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Escherichia coli,3000,2000,3000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Haemophilus influenzae,1000,1000,2000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Klebsiella pneumoniae,5000,4000,6000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Pseudomonas aeruginosa,3000,2000,4000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Staphylococcus aureus,9000,8000,12000,3000,1000,4000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,20 to 24,Streptococcus pneumoniae,27000,22000,33000,5000,4000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Acinetobacter baumannii,5000,3000,8000,1000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Escherichia coli,3000,2000,4000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Haemophilus influenzae,2000,1000,2000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Klebsiella pneumoniae,5000,4000,7000,2000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Pseudomonas aeruginosa,3000,3000,5000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Staphylococcus aureus,11000,9000,13000,3000,2000,4000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,25 to 29,Streptococcus pneumoniae,32000,26000,39000,7000,5000,9000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Acinetobacter baumannii,6000,3000,11000,2000,1000,4000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Escherichia coli,4000,3000,5000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Haemophilus influenzae,2000,2000,3000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Klebsiella pneumoniae,6000,5000,8000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Pseudomonas aeruginosa,4000,3000,7000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Staphylococcus aureus,13000,10000,17000,3000,2000,5000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,30 to 34,Streptococcus pneumoniae,42000,33000,53000,9000,6000,12000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Acinetobacter baumannii,7000,4000,13000,2000,1000,4000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Escherichia coli,4000,3000,5000,1000,1000,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Haemophilus influenzae,2000,2000,3000,0,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Klebsiella pneumoniae,7000,5000,9000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Pseudomonas aeruginosa,5000,3000,7000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Staphylococcus aureus,14000,11000,19000,4000,2000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,35 to 39,Streptococcus pneumoniae,44000,35000,57000,9000,6000,13000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Acinetobacter baumannii,10000,5000,16000,3000,1000,5000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Escherichia coli,4000,3000,6000,1000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Haemophilus influenzae,3000,2000,4000,1000,0,1000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Klebsiella pneumoniae,8000,6000,11000,2000,1000,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Pseudomonas aeruginosa,6000,4000,9000,2000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Staphylococcus aureus,17000,13000,23000,4000,3000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,40 to 44,Streptococcus pneumoniae,54000,42000,71000,11000,8000,16000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Acinetobacter baumannii,14000,7000,26000,4000,2000,8000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Escherichia coli,6000,4000,9000,2000,1000,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Haemophilus influenzae,4000,3000,6000,1000,0,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Klebsiella pneumoniae,11000,7000,15000,3000,2000,5000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Pseudomonas aeruginosa,9000,6000,14000,2000,1000,4000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Staphylococcus aureus,24000,18000,33000,6000,3000,9000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,45 to 49,Streptococcus pneumoniae,75000,56000,104000,16000,10000,23000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Acinetobacter baumannii,27000,15000,46000,8000,4000,15000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Escherichia coli,15000,11000,20000,4000,3000,6000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Haemophilus influenzae,7000,5000,9000,1000,0,2000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Klebsiella pneumoniae,20000,14000,28000,6000,4000,9000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Pseudomonas aeruginosa,17000,11000,25000,4000,3000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Staphylococcus aureus,44000,33000,60000,11000,6000,17000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,50 to 54,Streptococcus pneumoniae,68000,52000,93000,14000,9000,20000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,55 to 59,Acinetobacter baumannii,34000,16000,59000,10000,5000,19000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,55 to 59,Escherichia coli,18000,12000,25000,5000,3000,7000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,55 to 59,Haemophilus influenzae,8000,5000,11000,2000,0,3000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,55 to 59,Klebsiella pneumoniae,24000,16000,35000,7000,4000,11000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,55 to 59,Pseudomonas aeruginosa,20000,13000,32000,5000,3000,9000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
Western Pacific,LRI and thorax infections,55 to 59,Staphylococcus aureus,54000,38000,74000,13000,7000,21000,0.864156806467036,0.840090347235015,0.714453836846204,0.672518860922747,0,0,0,0,0,0
