WHO_region,Disease_presentation,Age_group,Pathogen,burden_mean_value,burden_lower_value,burden_upper_value,Efficacy,Coverage,Duration,DP,VC,VO,MainAnalysis,HBG,hib_vaccine_coverage_2019,hib_vaccine_coverage_2018,pcv_vaccine_coverage_2019,pcv_vaccine_coverage_2018,a,x,y
South-East Asia,Intra-abdominal infections,1 to 4,Pseudomonas aeruginosa,3000,1000,5000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,1 to 4,Staphylococcus aureus,8000,4000,13000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,5 to 9,Enterococcus faecium,1000,0,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,5 to 9,Escherichia coli,1000,1000,2000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,5 to 9,Klebsiella pneumoniae,1000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,5 to 9,Pseudomonas aeruginosa,2000,1000,3000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,5 to 9,Staphylococcus aureus,4000,2000,7000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,10 to 14,Enterococcus faecium,1000,0,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,10 to 14,Escherichia coli,1000,1000,1000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,10 to 14,Klebsiella pneumoniae,1000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,10 to 14,Pseudomonas aeruginosa,2000,1000,3000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,10 to 14,Staphylococcus aureus,4000,2000,6000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,15 to 19,Enterococcus faecium,3000,1000,5000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,15 to 19,Escherichia coli,3000,2000,4000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,15 to 19,Klebsiella pneumoniae,3000,2000,5000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,15 to 19,Pseudomonas aeruginosa,5000,3000,9000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,15 to 19,Staphylococcus aureus,11000,6000,17000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,20 to 24,Enterococcus faecium,3000,1000,5000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,20 to 24,Escherichia coli,3000,2000,5000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,20 to 24,Klebsiella pneumoniae,4000,2000,6000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,20 to 24,Pseudomonas aeruginosa,6000,3000,10000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,20 to 24,Staphylococcus aureus,12000,6000,20000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,25 to 29,Enterococcus faecium,3000,1000,5000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,25 to 29,Escherichia coli,3000,2000,5000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,25 to 29,Klebsiella pneumoniae,4000,2000,7000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,25 to 29,Pseudomonas aeruginosa,6000,3000,11000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,25 to 29,Staphylococcus aureus,12000,6000,21000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,30 to 34,Enterococcus faecium,3000,1000,6000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,30 to 34,Escherichia coli,3000,1000,5000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,30 to 34,Klebsiella pneumoniae,4000,2000,7000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,30 to 34,Pseudomonas aeruginosa,6000,3000,12000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,30 to 34,Staphylococcus aureus,13000,6000,23000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,35 to 39,Enterococcus faecium,4000,2000,7000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,35 to 39,Escherichia coli,4000,2000,8000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,35 to 39,Klebsiella pneumoniae,6000,3000,10000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,35 to 39,Pseudomonas aeruginosa,9000,4000,16000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,35 to 39,Staphylococcus aureus,17000,8000,31000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,40 to 44,Enterococcus faecium,4000,2000,8000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,40 to 44,Escherichia coli,5000,3000,9000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,40 to 44,Klebsiella pneumoniae,7000,3000,11000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,40 to 44,Pseudomonas aeruginosa,11000,6000,19000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,40 to 44,Staphylococcus aureus,21000,11000,36000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,45 to 49,Enterococcus faecium,6000,3000,10000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,45 to 49,Escherichia coli,7000,4000,11000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,45 to 49,Klebsiella pneumoniae,9000,4000,15000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,45 to 49,Pseudomonas aeruginosa,15000,8000,25000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,45 to 49,Staphylococcus aureus,28000,14000,48000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,50 to 54,Enterococcus faecium,10000,5000,17000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,50 to 54,Escherichia coli,8000,4000,12000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,50 to 54,Klebsiella pneumoniae,15000,8000,24000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,50 to 54,Pseudomonas aeruginosa,18000,10000,29000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,50 to 54,Staphylococcus aureus,30000,16000,47000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,55 to 59,Enterococcus faecium,11000,6000,18000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,55 to 59,Escherichia coli,8000,5000,12000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,55 to 59,Klebsiella pneumoniae,16000,10000,25000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,55 to 59,Pseudomonas aeruginosa,19000,12000,30000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,55 to 59,Staphylococcus aureus,32000,19000,50000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,60 to 64,Enterococcus faecium,11000,6000,18000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,60 to 64,Escherichia coli,8000,5000,12000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,60 to 64,Klebsiella pneumoniae,17000,10000,25000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,60 to 64,Pseudomonas aeruginosa,20000,12000,30000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,60 to 64,Staphylococcus aureus,33000,19000,50000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,65 to 69,Enterococcus faecium,10000,6000,16000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,65 to 69,Escherichia coli,8000,5000,11000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,65 to 69,Klebsiella pneumoniae,15000,10000,22000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,65 to 69,Pseudomonas aeruginosa,18000,12000,26000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,65 to 69,Staphylococcus aureus,30000,19000,44000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,70 to 74,Enterococcus faecium,6000,4000,11000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,70 to 74,Escherichia coli,7000,5000,11000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,70 to 74,Klebsiella pneumoniae,14000,8000,21000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,70 to 74,Pseudomonas aeruginosa,14000,8000,22000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,70 to 74,Staphylococcus aureus,18000,11000,29000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,75 to 79,Enterococcus faecium,5000,3000,8000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,75 to 79,Escherichia coli,6000,4000,8000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,75 to 79,Klebsiella pneumoniae,10000,7000,15000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,75 to 79,Pseudomonas aeruginosa,11000,7000,16000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,75 to 79,Staphylococcus aureus,14000,9000,21000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,80 to 84,Enterococcus faecium,3000,2000,5000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,80 to 84,Escherichia coli,4000,3000,5000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,80 to 84,Klebsiella pneumoniae,7000,5000,11000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,80 to 84,Pseudomonas aeruginosa,7000,5000,11000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,80 to 84,Staphylococcus aureus,10000,6000,14000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,85 to 89,Enterococcus faecium,1000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,85 to 89,Escherichia coli,2000,1000,3000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,85 to 89,Klebsiella pneumoniae,3000,2000,5000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,85 to 89,Pseudomonas aeruginosa,3000,2000,5000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,85 to 89,Staphylococcus aureus,4000,3000,7000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,90 to 94,Enterococcus faecium,0,0,1000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,90 to 94,Escherichia coli,1000,0,1000,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,90 to 94,Klebsiella pneumoniae,1000,1000,2000,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,90 to 94,Pseudomonas aeruginosa,1000,1000,2000,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,90 to 94,Staphylococcus aureus,1000,1000,2000,0.6,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.465012488951448,0.898324771380059,0.897100417363907
South-East Asia,Intra-abdominal infections,95 plus,Enterococcus faecium,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,65 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,95 plus,Escherichia coli,0,0,0,0.7,0.7,5 years,All except Diarrhoea,6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,95 plus,Klebsiella pneumoniae,0,0,0,0.7,0.7,5 years,All,6 weeks & elderly age group,All age groups,Yes,70 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
South-East Asia,Intra-abdominal infections,95 plus,Pseudomonas aeruginosa,0,0,0,0.7,0.7,5 years,"BSI, LRI and thorax infections",6 weeks & elderly age group,All age groups,Yes,75 years,0.909327214246831,0.901911192921846,0.23935025135275,0.170810133556347,0.394918516186588,0.882400697665777,0.875071539254564
